Fecha,Hora,Jornada,Equipo,Especie,Tratamiento,Micrositio,Orientación,Semillas/Hoyo,Protector,Sustrato,Lat,Lng,Golpes,Notas,Foto URL
20/12/2025,12:22:31,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2861016,-0.7569373,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FkKce4F0disPAcsLNbLH5.jpg?alt=media&token=2173b34b-1fe6-4fad-b74d-6a2b472983bd
20/12/2025,12:22:23,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2860732,-0.7569825,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FZtIeR4Gpy96mcAHKvYtR.jpg?alt=media&token=98bc7d11-64d6-436c-9a2f-4048217dd6dc
20/12/2025,12:22:20,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Este,1,No,No,38.28612618117757,-0.7575458430853904,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F6i4YqtgWLngsa0LEUKgB.jpg?alt=media&token=aeb33333-747c-4d11-826b-d29a7b3da55b
20/12/2025,12:21:41,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Alcorque,Este,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Fo5znxrHtp8S5Ec9UMPDt.jpg?alt=media&token=9fab25a1-b78e-4303-b96e-5c9bfb9ab0d5
20/12/2025,12:20:09,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Este,1,No,No,38.2862133,-0.756585,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FYmRgDWNbtNCvlOWppVKb.jpg?alt=media&token=13603e18-17ef-4df5-aac7-fd2f8e1ad5b0
20/12/2025,12:19:59,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Norte,1,No,No,38.28612681007979,-0.7576113709619744,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FehwDOswGLOQHNpUAVgaF.jpg?alt=media&token=8fb43e8e-5df7-46c4-9677-28c357f63be1
20/12/2025,12:19:46,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Norte,1,No,No,38.28611908427931,-0.7576054952326522,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Ff17b6QTIrJOhl66UXpOi.jpg?alt=media&token=01272832-2f21-49fd-a61d-5045baa311f3
20/12/2025,12:18:58,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2860472,-0.7569702,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FVa38biyPlXre4HlRBB0Y.jpg?alt=media&token=a21738b1-6fae-4c3d-b513-571ab7e310bc
20/12/2025,12:18:48,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2860194,-0.7569815,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FWtIgVw4uNLLTuUAzaNIp.jpg?alt=media&token=c415e68e-4543-4d7b-a975-fec15c4b6233
20/12/2025,12:18:39,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2860777,-0.7569492,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FaInw0dsIVDzh96B9Ildu.jpg?alt=media&token=2cab8d88-d05a-4c57-b5fb-6a412a71cc32
20/12/2025,12:18:28,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Nodriza Muerta,Este,1,No,No,38.2861433,-0.756705,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F46oIEmFiPC1elvyINfdE.jpg?alt=media&token=0025d3e6-d84a-4c49-825c-1a735c6835bf
20/12/2025,12:17:13,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2861085,-0.7569965,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F8IWgPy1c4hpw4nrQDry0.jpg?alt=media&token=112445a6-f38f-4fb1-bc9a-e39111dfd709
20/12/2025,12:17:08,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.2861433,-0.7567017,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Fd0PkMVcIT50JEyFFUf7i.jpg?alt=media&token=8698dc78-c867-4c66-a9f6-92d4a2610fd6
20/12/2025,12:17:03,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2861023,-0.7569345,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FHOZM29tmMFepvDrFq80t.jpg?alt=media&token=7e342ae6-11aa-41c3-8039-d8aa6829e6ca
20/12/2025,12:16:53,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Oeste,1,No,No,38.2860723,-0.7569595,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FOVC5W7yWZQtRHsBuo8rI.jpg?alt=media&token=a9140a82-f1c8-4571-9e5d-e6f29bcb887f
20/12/2025,12:16:51,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FggRWV01kAlQ2gSZr3CE7.jpg?alt=media&token=15e8a0ae-7f7c-4d11-b396-204ae8f40d73
20/12/2025,12:15:26,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.28618,-0.7569017,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FCtx2hwMA4YwPJ5v7OEvo.jpg?alt=media&token=dca91abd-3bd7-4bdc-bc20-b5d66cd125a8
20/12/2025,12:14:40,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F2cx4wzR6YAwdOlNrPBgY.jpg?alt=media&token=374bff40-47ea-4d37-aac0-ab2f8a3dc69c
20/12/2025,12:14:19,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Sur,1,No,No,38.28621576070661,-0.7575407584107919,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F1W0hhPSqIprcMd27nmNY.jpg?alt=media&token=b31c5b69-0bd3-4f09-a407-5f19fcc78b2b
20/12/2025,12:13:44,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Norte,1,No,No,38.28621770273406,-0.7574703924974034,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FEUj6x54bdqFYTPpaVWay.jpg?alt=media&token=05418c6c-815e-4a05-8a95-03ef83850fd5
20/12/2025,12:13:26,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Norte,1,No,No,38.28621768132781,-0.7574710441308028,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FF8G6H8eAa01VQvb6DCEs.jpg?alt=media&token=c35e90be-f196-4e76-b00a-9115de668826
20/12/2025,12:13:03,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Viva,Norte,1,No,No,38.28622235286489,-0.7574839754251792,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FT7vG7QlqZhDyWTAJrNui.jpg?alt=media&token=9e2bb7ab-1cd1-42fe-936e-6dc55a39e1c1
20/12/2025,12:12:17,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Fzz4PwGzMvJCaPQ5LrjOr.jpg?alt=media&token=1ac4d985-7f63-4868-9bd0-7a88460debca
20/12/2025,12:09:47,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Oeste,1,No,No,38.286585,-0.7566667,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FGISsvvRdrjtMRUTUULrt.jpg?alt=media&token=b6c43cc3-a6ab-4314-8987-c20ccb1aa397
20/12/2025,12:09:32,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FrHU3HdzH32Q6ka0CgTzO.jpg?alt=media&token=e10bc34d-9d42-4fb2-a113-a9df7f80d9ef
20/12/2025,12:08:16,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Oeste,1,No,No,38.2866133,-0.7568033,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FKhOFfVu5vweQNVoHripU.jpg?alt=media&token=537523d7-4359-458f-9528-425e39d30e70
20/12/2025,12:07:14,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Alcorque,Este,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F0WbZTxPBwyW5F7XPGIY2.jpg?alt=media&token=f6997679-f298-4fec-ba54-6cf85fe831f5
20/12/2025,12:05:31,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Nodriza Muerta,Oeste,1,No,No,38.2863817,-0.756815,1,"",
20/12/2025,12:05:24,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Nodriza Muerta,Oeste,1,No,No,38.28637,-0.75683,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FdUQrCE9IoUMiI1jZBoMp.jpg?alt=media&token=14273279-14fb-4789-a35d-a0ecdccef86b
20/12/2025,12:04:22,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F8GQ7xgj4Br4XZm9WwCf3.jpg?alt=media&token=1bb0e9bb-827b-400c-89e5-20f2f1a812d1
20/12/2025,12:04:19,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Norte,1,No,No,38.286467270879385,-0.7569071492112504,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FRFtb4PS6bRz1lOtRhuog.jpg?alt=media&token=872092e4-b92b-4841-9d10-46b123a7a9bf
20/12/2025,12:02:02,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FZhi1vxHphOLBjnFrh6EY.jpg?alt=media&token=48cc99b7-ba09-465d-aaff-71bd3ea66b13
20/12/2025,12:01:52,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Norte,1,No,No,38.28646329838052,-0.7568946668252635,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Fg7M1GlUge6MP1lGQC2aV.jpg?alt=media&token=2576b552-9d8c-4a82-8e60-d325fec5cf72
20/12/2025,12:01:06,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Oeste,1,No,No,38.2862933,-0.756845,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FPk4CEK8uEQRDgUNqImWm.jpg?alt=media&token=89acbc54-00c6-4da1-ad44-687344dfe654
20/12/2025,12:00:14,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Norte,2,No,No,38.2859132,-0.7572653,1,"",
20/12/2025,12:00:08,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Norte,2,No,No,38.2859133,-0.7572767,1,"",
20/12/2025,12:00:01,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Norte,2,No,No,38.2859172,-0.7572774,1,"",
20/12/2025,11:59:49,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,2,No,No,38.285825,-0.7571917,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FNGr9YZq9CXjDKilWiFOx.jpg?alt=media&token=bfea2ef4-c325-40b7-8d5f-e53db28aa82b
20/12/2025,11:59:33,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Oeste,1,No,No,38.28646,-0.7567867,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FUZe04WY5K6MDkqM2NqpK.jpg?alt=media&token=54982065-59ff-47aa-9f7c-10adcafd3a9f
20/12/2025,11:59:25,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Viva,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FgctwLL23QFZHefc6Ndfg.jpg?alt=media&token=f95ebecd-b6f0-4c8d-825d-d0219dfc0788
20/12/2025,11:59:08,0C75tonmZQtEmIslT396,Belén y Rubén ,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.2860317,-0.7571507,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FPxz9mSHf30VLfncc0idJ.jpg?alt=media&token=d4d3153b-fbe5-4904-bfe1-69e04e5636b3
20/12/2025,11:59:00,0C75tonmZQtEmIslT396,Belén y Rubén ,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.2860866,-0.7571211,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FWTzKHnD8rOxXB9eOHR86.jpg?alt=media&token=c863a935-5366-4463-b702-89e4257fe5d4
20/12/2025,11:58:51,0C75tonmZQtEmIslT396,Belén y Rubén ,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.2860838,-0.7571598,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FB0G1UGmpIGq80W3biPD9.jpg?alt=media&token=e3aaf2f0-3c37-48d1-8cc5-6e4eabd796df
20/12/2025,11:58:39,0C75tonmZQtEmIslT396,Belén y Rubén ,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.286034,-0.7571807,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FPtTG03ij1Brr06VIaHi9.jpg?alt=media&token=e18e9ea7-d2db-4ac1-b078-a2dff1dc3e8f
20/12/2025,11:58:27,0C75tonmZQtEmIslT396,Belén y Rubén ,Algarrobo ,Hidroprimig,Nodriza Viva,Oeste,1,No,No,38.2860619,-0.7571705,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F7AXu6Q6aJysYEH97Bu9I.jpg?alt=media&token=fa8413dd-ffab-4217-89d0-2483e620acb8
20/12/2025,11:57:10,0C75tonmZQtEmIslT396,Rober y Leslie,Algarrobo ,Hidroprimig,Alcorque,Oeste,1,No,No,38.2864533,-0.756845,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FAWi0SFNkgTntBtjD5ND2.jpg?alt=media&token=c7b31f5b-4275-4bc0-8351-37586362d17f
20/12/2025,11:56:43,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Viva,Norte,1,No,No,,,1,"1A 1T 2B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F8ViuyDShpuYeYsv6cPcA.jpg?alt=media&token=22c470b2-4a69-40a3-95c8-67466275dd96
20/12/2025,11:55:13,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,2,No,No,38.2862379,-0.7571899,1,"",
20/12/2025,11:55:07,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,2,No,No,38.2862351,-0.7571882,1,"",
20/12/2025,11:55:00,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,2,No,No,38.286231,-0.7571879,1,"",
20/12/2025,11:54:51,0C75tonmZQtEmIslT396,Belén y Rubén ,Tetraclinis,Hidropriming 72h,Nodriza Viva,Este,1,No,No,38.2862,-0.7571233,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FS6ggHRt7iLkxfbTr6qA0.jpg?alt=media&token=7226c1fe-a8d4-4389-ae9a-a1e52b6c4949
20/12/2025,11:54:23,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Este,1,No,No,38.28656273321878,-0.7571824161675006,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2F3kmDnCl4zINyE5Mu0Wfd.jpg?alt=media&token=bd86248a-1e1d-4499-bc96-e2da0fd8b140
20/12/2025,11:54:03,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Este,1,No,No,38.28656273321878,-0.7571824161675006,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2Fjbznim5Xc79aysUQ8FIG.jpg?alt=media&token=fab37e94-71cc-4814-b315-8c3fae1970e7
20/12/2025,11:53:43,0C75tonmZQtEmIslT396,Elena y Javi,Algarrobo ,Hidroprimig,Nodriza Muerta,Este,1,No,No,38.28656273321878,-0.7571824161675006,1,"",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FJ9RFavt5vjeQ8h8HQbhV.jpg?alt=media&token=ebd380ce-b441-4825-b3c6-b02854d62bde
20/12/2025,11:53:41,0C75tonmZQtEmIslT396,Aaron y Olivier,Tetraclinis,Hidropriming 72h,Nodriza Muerta,Norte,1,No,No,,,1,"1A 1T 1B",https://firebasestorage.googleapis.com/v0/b/arba-elx-siembra.firebasestorage.app/o/photos%2Flogs%2FwVuMoXo0NK3ANdr98IQa.jpg?alt=media&token=dc73c024-e851-494f-9316-9fa5cf3c1eb5
